STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,SCALE,Scale,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,63.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,TRUST_G_DEB,Government takes decisions based on evidence,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.36,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,TRUST_CONS,Adoption of opinions expressed in public consultations,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,26.01,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,TRUST_NT_R,Governments can regulate new technologies appropiately,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.35,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,TRUST_R_CD,Government would refuse a corporation's demand that is not in the public interest,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_GHG_R,Country will reduce greenhoushe gas (GhG) emissions in the next ten years,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_NT_R,Governments can regulate new technologies appropiately,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.34,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_G_DEB,Government takes decisions based on evidence,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_R_CD,Government would refuse a corporation's demand that is not in the public interest,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,68.57,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,33.92,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_CONS,Adoption of opinions expressed in public consultations,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,33.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_PLEM,Government preparedness to protect lives in large-scale emergency,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.6,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_PVGA,National parliament holding the national government accontable,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.44,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,TRUST_COMM,Have a voice in community decisions,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,41.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,51.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_GHG_R,Country will reduce greenhoushe gas (GhG) emissions in the next ten years,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_R_CD,Government would refuse a corporation's demand that is not in the public interest,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,37.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_COMM,Have a voice in community decisions,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,37.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_PVGA,National parliament holding the national government accontable,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.37,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_CONS,Adoption of opinions expressed in public consultations,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,34.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_NT_R,Governments can regulate new technologies appropiately,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_G_DEB,Government takes decisions based on evidence,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,TRUST_PLEM,Government preparedness to protect lives in large-scale emergency,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_PLEM,Government preparedness to protect lives in large-scale emergency,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.44,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_COMM,Have a voice in community decisions,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,31.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_GHG_R,Country will reduce greenhoushe gas (GhG) emissions in the next ten years,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.43,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_R_CD,Government would refuse a corporation's demand that is not in the public interest,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.34,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,41.95,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_CONS,Adoption of opinions expressed in public consultations,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,34.35,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,42.88,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_PVGA,National parliament holding the national government accontable,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_G_DEB,Government takes decisions based on evidence,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,TRUST_NT_R,Governments can regulate new technologies appropiately,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_PVGA,National parliament holding the national government accontable,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_R_CD,Government would refuse a corporation's demand that is not in the public interest,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_G_DEB,Government takes decisions based on evidence,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,26.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_NT_R,Governments can regulate new technologies appropiately,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_GHG_R,Country will reduce greenhoushe gas (GhG) emissions in the next ten years,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,45.07,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_CONS,Adoption of opinions expressed in public consultations,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,21.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_PLEM,Government preparedness to protect lives in large-scale emergency,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.35,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,TRUST_COMM,Have a voice in community decisions,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,40.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_PVGA,National parliament holding the national government accontable,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.43,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_COMM,Have a voice in community decisions,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,37.96,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_NT_R,Governments can regulate new technologies appropiately,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.44,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_G_DEB,Government takes decisions based on evidence,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_R_CD,Government would refuse a corporation's demand that is not in the public interest,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,56.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_CONS,Adoption of opinions expressed in public consultations,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,33.31,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_PLEM,Government preparedness to protect lives in large-scale emergency,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.61,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,35.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,LUX,Luxembourg,TRUST_GHG_R,Country will reduce greenhoushe gas (GhG) emissions in the next ten years,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_NT_R,Governments can regulate new technologies appropiately,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_G_DEB,Government takes decisions based on evidence,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_R_CD,Government would refuse a corporation's demand that is not in the public interest,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_CONS,Adoption of opinions expressed in public consultations,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,40.88,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_GHG_R,Country will reduce greenhoushe gas (GhG) emissions in the next ten years,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.57,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_PLEM,Government preparedness to protect lives in large-scale emergency,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_DAT,Personal data used for legitimate purposes,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,44.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_POL,National policy would be changed if majority expressed view against it,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,47.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_COMM,Have a voice in community decisions,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,46.86,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,TRUST_PVGA,National parliament holding the national government accontable,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_INT@DF_GOV_TDG_2025(1.1),"Trust, security and dignity - government at a glance indicators, 2025 edition",I,A,Annual,NLD,Netherlands,TRUST_PVGA,National parliament holding the national government accontable,PT_RESP,Percentage of respondents,_Z,Not applicable,2025,2025,LIK,Likely,TDG,"Trust, security and dignity",2023,,0.49,,A,Normal value,0,Units,_Z,Not applicable,,
