,Date,Likert_algorithms:Ik_weet_waar_en_hoe_vaak_een_alg,Likert_algorithms:Ik_kan_herkennen_wanneer_NU_nl_e,Likert_algorithms:Ik_begrijp_waarom_bepaalde_artik,Likert_algorithms:De_selectie_van_nieuwsartikelen_,Likert_algorithms:Ik_denk_dat_het_personalisatie-a,text,text1,Likert_transparentie:Het_is_voor_mij_belangrijk_om_te,Likert_transparentie:Ik_wil_graag_meer_inzicht_krijge,Likert_transparentie:Ik_wil_graag_weten_welke_gegeven,Likert_transparentie:Ik_wil_graag_begrijpen_met_welk_,Likert_transparentie:Ik_vind_dat_NU_nl_duidelijker_zo,Hoe_kun_je_herkennen_of_een_nieu,Likert_controle:Ik_wil_graag_de_mogelijkheid_heb,Likert_controle:Ik_vind_het_belangrijk_dat_ik_op,Likert_controle:Ik_vind_het_belangrijk_om_aan_te,Likert_controle:Ik_vind_het_belangrijk_om_mijn_v,Likert_controle:Ik_vind_het_belangrijk_dat_ik_ka,In_welke_situaties_zou_je_ervoor,Likert_personalisatie_curatie:Ik_vind_dat_algoritmes_mij_helpe,Likert_personalisatie_curatie:Ik_geef_de_voorkeur_aan_aanbevel,Likert_personalisatie_curatie:Ik_denk_dat_een_algoritme_beter_,Likert_personalisatie_curatie:Ik_geloof_dat_aanbevelingen_door,Likert_personalisatie_curatie:Ik_waardeer_dat_algoritmes_mij_m,Likert_curatie_concerns:Ik_ben_bezorgd_dat_algoritmes_er,Likert_curatie_concerns:Ik_vind_het_belangrijk_dat_mense,Likert_curatie_concerns:Ik_vertrouw_aanbevelingen_van_ee,Likert_curatie_concerns:Algoritmes_zijn_te_beperkt_om_te,Hoe_belangrijk_vind_je_personali,Hoe_vaak_klik_je_op_nieuwsartike,Hoe_vaak_blijf_je_ingelogd_op_NU,Hoeveel_tijd_besteed_je_gemiddel,Heb_je_toestemming_gegeven_voor_,Welke_cookies_heb_je_geaccepteer,Wat_is_jouw_leeftijd_,Geef_aan_op_een_schaal_van_1_tot:Ik_ben_bezorgd_dat_algoritmes_er,Geef_aan_op_een_schaal_van_1_tot:Ik_vind_het_belangrijk_dat_mense,Geef_aan_op_een_schaal_van_1_tot:Ik_vertrouw_aanbevelingen_van_ee,Geef_aan_op_een_schaal_van_1_tot:Algoritmes_zijn_te_beperkt_om_te,Geef_aan_op_een_schaal_van_1_tot:Ik_denk_dat_menselijke_redacteur,URL,Location,Total Time,Device type,Browser,System,IP
0,2024-11-07 07:29:13,4,3,5,3,4,Onduidelijke vraag. Een algoritme vergelijkt artikelen waarcik naar kijk met het aanbod,"Zie boven, aanbieden van vervolg artikelen die ik open en welke",3,3,3,3,3,"Kan je niet op dit moment, want als je kijkt naar de categorie 'nieuw nieuws' dan is dit direct van de redactiedactie",4,5,3,3,5,Ik wil niet nieuws missen waaarvan ik niet weet dat het er is. Voorkeur voor nieuws is beperkt van belang.,1,1,1,1,1,,,,,"Niet erg belangrijk, want nieuws is nieuws. Misschien zijn er categorieen die onderbelicht zijn, bv. Klimaat zaken, of overbelicht zoals sport maar in het nieuwe nieuws is dat niet erg.. wel als je gaat terugkijken, dan zijn aanbevelingen van belangrt.",4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Nee,,64,5,5,4,3,4,,,837s,Mobile Phone,Samsung Browser 26.0.0,Android,
1,2024-11-07 07:27:10,3,4,4,4,3,Bij het tonen van nieuwsberichten.,Ik klik en lees berichten die ik interessant of leuk vind. Soortgelijke berichten worden sneller aan mij getoond.,1,1,1,1,3,Checken wie de redacteur is,2,2,3,2,2,"Als er alleen maar negatieve bedroevende zooi naar voren komt. Dan zou ik het aanpassen. Maar komt niet jaar voren, want dat lees ik niet.",3,4,3,3,3,,,,,"Zolang de voorpagina feitelijk blijft tonen wat het laatste nieuws is, vind ik het redelijk oke. Alleen vind ik het doorklikken en dan bij hele andere (oude) artikelen komen, irritant als ik even het HUIDIGE nieuws van de dag wil checken.",3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alleen_noodzakelijke_cookies,40,1,4,3,4,4,,,674s,Mobile Phone,Chrome Mobile 0.0.0,Android,
2,2024-11-07 07:22:15,1,2,3,3,3,Bijvoorbeeld bij het aanbieden van video's,Op basis van eerder bekeken video's wordt bepaald wat je interessant vindt en dese komen bovenaan te staan,5,5,5,5,5,Geen idee,3,5,3,3,5,"Je wilt ook nieuw nieuws, out of the box en niet steeds hetzelfde. Zalando komt ook met hetzelfde type jas als aanbeveling met echt iets voor jou, terwijl ik die net gekocht heb en dus niet nodig heb",3,3,3,4,3,,,,,Je leest telkens hetzelfde type nieuws,3,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,50,5,5,5,5,4,,,724s,Mobile Phone,Samsung Browser 26.0.0,Android,
3,2024-11-07 07:14:53,2,2,4,2,3,Reclame,Op basis van de nieuwsberichten die ik lees worden mijn interesses bepaald. Daar haalt nu.nl vervolgens op in met reclames en nieuwsberichten,3,4,4,4,4,Geen idee,5,5,4,5,5,Het idee dat alles wat je doet gevolgt wordt vind ik niet prettig,3,3,4,2,4,,,,,Geen idee,1,Ik_log_nooit_in_op_NU_nl,5_tot_15_minuten,Ja,Cookies_voor_personalisatie_van_,47,2,2,2,3,4,,,326s,Mobile Phone,Samsung Browser 26.0.0,Android,
4,2024-11-07 07:13:03,2,3,3,3,3,"In selectie artikelen, welke bovenaan staan  en advertenties",Zie hierboven,4,5,5,4,5,Dat vraag ik mij dus af,5,4,5,4,4,"Even uit mijn bubble, bij specifieke gebeurtenissen",4,3,4,4,4,,,,,Nee,3,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Weet_ik_niet,,49,4,5,4,4,5,,,521s,Mobile Phone,Chrome Mobile 0.0.0,Android,
5,2024-11-07 07:12:04,1,1,1,1,1,Geen idee,Op basis van verkeerde aannames worden verkeerde artikelen opgedrongen,5,4,5,5,5,Slaat de plank vaak mis,5,5,5,5,5,Altijd. Bepaal het graag zelf,1,1,1,1,1,,,,,Niet,1,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,54,5,5,3,5,3,,,302s,Mobile Phone,Samsung Browser 26.0.0,Android,
6,2024-11-07 07:08:03,3,3,4,3,3,Ik ben me er niet echt bewust van. Maar ik compenseer het door meerdere bronnen te raadplegene,Vlgs mij heel simpel. Via je device ben je herkenbaar en op die manier kan een algoritme sturen,4,4,4,4,3,?,3,5,3,5,5,"Ik wil feitelijk zo breed mogelijk worden geïnformeerd. Ik bepaal zelf of ik iets scan, lees of niet leess",3,4,4,3,3,,,,,Kan beperkend zijn. Geen concreet voorberld,3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Nee,,70,4,3,3,3,3,,,509s,Mobile Phone,Chrome Mobile 0.0.0,Android,
7,2024-11-07 06:59:47,4,4,4,4,4,als ik veel nieuws over een bepaald onderwerp lees.,het algoritme probeert te begrijpen wat mij interesseert zodat ik vaker inlog en meer van jullie advertenties zie,5,4,5,3,5,als het lokaal nieuws betrefr bijv.,5,2,5,4,2,als de overheid dat ook in de gaten gaat houden,4,2,2,4,4,,,,,nee,4,Ik_blijf_meestal_ingelogd_tijden,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,55,2,5,4,4,5,,,385s,Mobile Phone,Firefox 132.0.0,Android,
8,2024-11-07 06:56:24,4,4,4,4,4,Voor de artikelen voor jouw.,"Doordat ze zien welke artikelen je lees, bevelen ze meer artikelen die daarop lijken aan.",1,2,1,1,1,Niet.,5,5,5,5,5,"Bij het lezen van rare artikelen, bijvoorbeeld voor school.",5,5,4,5,5,,,,,"Als ik bijvoorbeeld iets moet zoeken voor school, krijg je daarna meer artikelen, dat is handig.",4,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Weet_ik_niet,,14,1,1,1,1,1,,,275s,Mobile Phone,Chrome Mobile 0.0.0,Android,
9,2024-11-07 06:48:51,1,2,3,4,3,"Nujij, aanbevolen voor jou",Het algoritme kijkt wat door mij wordt gelezen en welke artikelen daarop lijken of welke artikelen mensen die op mij lijken leuk vinden. Het algoritme kijkt welke artikelen ik lees en hoe lang ik daarin geïnteresseeerd ben,4,3,2,1,2,Dat weet ik niet,5,4,5,2,4,Als ik op zoek ben naar wat voor de rest van NL belangrijk is,4,2,2,4,4,,,,,Het scheelt tijd als een vervolg artikel wordt aanbevolen omdat ik het eerste artikel ook heb gelezen,4,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Weet_ik_niet,,29,4,5,3,4,5,,,688s,Mobile Phone,Samsung Browser 26.0.0,Android,
10,2024-11-07 06:43:48,3,4,4,2,3,Aanbevolen artikelen worden weergegeven.,Artikelen die lijken op voorgaande artikelen waar ik op heb geklikt. Hierdoor krijg ik een steeds eenzijdiger nieuwsaanbod.,2,2,4,4,4,.,4,5,1,4,5,Ik wil graag weten wat er speelt in de wereld. Dat ik een tijdje bepaalde artikelen wel of niet lees maakt niet dat ik ze juist meer of helemaal nier wil zien,2,2,2,2,2,,,,,.,2,Ik_blijf_meestal_ingelogd_tijden,Meer_dan_60_minuten,Nee,,47,5,3,3,3,4,,,399s,Mobile Phone,Chrome Mobile 0.0.0,Android,
11,2024-11-07 06:37:52,4,5,5,1,1,Bij het verspreiden van nieuws en beïnvloeden van meningen.,Nee,5,5,5,5,5,Is niet te herkennen,5,5,5,5,5,In alle situaties!,1,1,1,1,1,,,,,Ik ben tegen personalisatie van nieuwsaanbevelingen,3,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Weet_ik_niet,,63,5,5,5,5,5,,,420s,Mobile Phone,Chrome Mobile 0.0.0,Android,
12,2024-11-07 06:30:04,1,1,1,1,1,"Geen idee, ik krijg op de voorpagina (sport) artikelen aangeboden terwijl ik totaal niet in sport geïnteresseerd ben.","Het werkt volgens mij helemaal niet, althans voor mij niet zichtbaar.",5,5,5,5,5,Geen idee,5,3,5,4,5,Als ik eenmalig iets over een specifiek onderwerp wil lezen.,3,4,4,3,4,,,,,Ik zou het liefst helemaal geen voetbal gerelateerd nieuws zien. En ook geen enkel bericht over Gordon. En vooral veel economisch en financieel nieuws.,3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,72,2,2,1,2,4,,,722s,Mobile Phone,Chrome Mobile 0.0.0,Android,
13,2024-11-07 06:26:12,1,2,3,2,2,Ik heb geen idee,"Ik denk artikelen ober onderwerpen die je vaak leest, daar worden artikelen voor je uitgezocht die erop lijken",5,4,4,5,4,Geen idee,4,5,3,4,5,"Altijd, ik wil geen oogkleppen dragen",2,1,3,1,3,,,,,"Als ik nu vergelijk met andere nieuws sites is het al erg naar de voorkeuren van de redactie gefilterd. Enorm links en te woke, andere meningen zijn schaars.",3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,56,5,3,3,4,3,,,469s,Mobile Phone,Samsung Browser 26.0.0,Android,
14,2024-11-07 06:16:25,1,1,4,2,2,.,.,3,4,4,5,5,.,4,5,2,4,5,.,3,2,2,2,2,,,,,.,4,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,49,5,4,4,5,3,,,338s,Mobile Phone,Samsung Browser 26.0.0,Android,
15,2024-11-07 06:11:04,3,3,5,2,3,Spellen,N.a.v. aangeven van voorkeuren,4,4,4,4,4,Dat weet ik nu niet,4,4,3,4,4,Je kunt soms geneigd zijn om te ceel in je eigen bubble te blijven. Het is belangrijk om een brede kijk te houden,4,3,3,2,4,,,,,Ik vind vooral de bredere kijk belangrijk,3,Ik_blijf_meestal_ingelogd_tijden,Meer_dan_60_minuten,Weet_ik_niet,,59,3,5,5,5,5,,,557s,Mobile Phone,Samsung Browser 26.0.0,Android,
16,2024-11-07 06:10:39,3,2,4,4,3,Om je zolang mogelijk op de site te laten blijven.,Door op artikelen te klikken weet het algoritme wat ik graag wil lezen.,3,3,4,4,4,Geen idee,3,4,3,5,4,"Bij belangrijke ontwikkelingen, bijvoorbeeld verkiezingen.",3,3,3,3,3,,,,,Vind het best een eng idee dat je misschien nieuws mist door personalisatie. Hier heb ik geen voorbeeld van.,4,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Weet_ik_niet,,52,5,4,4,4,4,,,372s,Mobile Phone,Chrome Mobile 0.0.0,Android,
17,2024-11-07 06:07:56,1,2,5,1,5,"Ik hoop van niet, je krijgt er domme mensen mee",Je leest wat je aanklikt en het algoritme zoekt vergelijkbare artikelen. Alles om je reclame tijd te verkopen en de burger geen tegen geluid te laten horen/lezen.,5,5,5,5,5,"Dat is niet te herkennen, dat gaat stiekem. Alles voor de centen",5,5,1,1,5,"Alle, ik wil nieuws lezen van alle kanten. Links, rechts, geloof, Nederlander, medelander en alles wat er bij komt.",1,1,4,1,1,,,,,Bij nieuws moet personalisatie verboden worden. Je leest geen tegen geluid meer en wordt alleen maar bozer op de wereld en de medemens.,3,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Nee,,67,5,5,2,5,3,,,1261s,Mobile Phone,Chrome Mobile 0.0.0,Android,
18,2024-11-07 06:06:55,3,4,4,2,2,in d aanbeveling4n en in het algemene stuk.,Niet en ik hou er helemaal niet van. Ik kies zelf mijn eigen dingen wel die ik wil lezen en daar heb ik geen ongewild algoritme bij nodig.,1,1,5,1,5,geen idee,5,5,1,1,5,"altijd, ik vind het een aantassting van mijn privacy. Het is ongewenste bemoeienis",1,1,1,1,2,,,,,niet belangrijk,4,Ik_blijf_meestal_ingelogd_tijden,5_tot_15_minuten,Ja,Alleen_noodzakelijke_cookies,55,4,4,4,5,4,,,326s,Tablet,Chrome 0.0.0,Android,
19,2024-11-07 05:53:11,2,1,4,3,4,Geen idee,Waar ik naar keek krijg ik nog meer over te zien,5,3,5,5,5,Kan ik niet,5,5,3,5,4,Ik wil niet in een konijnenhol terecht komen,4,1,3,1,3,,,,,Ik wist niet eenss dat nu.nl dat ook doet. Ik hen zelf wel gekozen voor F1 nieuws als voorkeür,4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Nee,,80 jaar,5,5,5,5,5,,,452s,Mobile Phone,Samsung Browser 26.0.0,Android,
20,2024-11-07 05:50:09,4,4,2,2,2,Push-meldingen,Men kijkt naar de artikelen die ik lees en die door anderen veel gelezen worden. Op basis daarvan worden artikelen aan mij aanbevolen,3,4,3,2,3,Niet,2,4,4,3,3,Als er te veel artikelen worden aanbevolen die ik niet interessant vind,2,3,4,2,3,,,,,"Ik check de app niet vaak, dus ben voor een groot deel afhankelijk van push-meldingen",3,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Ja,Cookies_voor_personalisatie_van_,27,1,4,5,4,5,,,311s,Mobile Phone,Firefox 132.0.0,Android,
21,2024-11-07 05:46:09,3,4,3,2,2,Laatste sectie.,"De onderwerpen die ik lees en die eraan gerelateerd zijn,  maar ik hoop iets geavanceerder",3,4,4,3,4,Geen idee,3,2,2,2,3,"Niet, ik laat me graag verrassen met nieuwe onderwerpen",2,2,1,2,4,,,,,"Goede diverse aanbevelingen lijkt me prima, dat vergt een bijzonder algoritme. De mens/journalist is naar ik hoop wat onvoorspelbaarheid aan gaat een algoritme de baas.",3,Ik_blijf_meestal_ingelogd_tijden,30_tot_60_minuten,Ja,Alleen_noodzakelijke_cookies,49,4,4,3,4,4,,,765s,Desktop,Chrome 0.0.0,GNU/Linux,
22,2024-11-07 05:44:06,3,2,4,3,2,Je ontvangt alleen welgevallig nieuws.,De bevolking polariseert steeds meer als zij alleen e,4,1,3,3,3,Niet,1,5,1,1,1,De Nederlander moet alle nieuws lezen.,4,3,2,1,1,,,,,Zie corona en de vreemde opvattingen op Facebook. Geen pil - meer abortus. Enzo.,2,Ik_log_nooit_in_op_NU_nl,5_tot_15_minuten,Weet_ik_niet,,Nn,5,1,3,5,5,,,644s,Mobile Phone,Samsung Browser 26.0.0,Android,
23,2024-11-07 05:40:04,4,4,2,2,1,Bij de voor jou sectie en de voorpagina,Op basis van eerdere artikelen wordt een waarschijnlijkheid berekend naar hoe graag ik een bepaald onderwerp wil lezen,4,4,5,4,5,Door de eigen afweging of het aansluit bij mijn eerdere gedrag of dat het algemeen is,3,5,5,5,5,Omdat het alsnog gestuurd kan worden door op bepaalde manieren iets te schrijven. Daardoor pakt een algoritme het op als aansluitend op mijn voorkeuren maar dat is dan schijn. De redactie kan daarmee leidend schrijven.,2,4,5,3,3,,,,,Hierdoor zie ik gelukkig minder Shownieuws en verhalen over mensen die mij niet interesseren,3,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Ja,Cookies_voor_personalisatie_van_,39,4,2,2,4,1,,,327s,Mobile Phone,Chrome Mobile 0.0.0,Android,
24,2024-11-07 05:33:20,1,3,4,4,2,Nieuwsitem,Door steds voor bepaalde rubrieken en onderwerpen een keuze te maken,5,5,5,5,5,Weet ik niet,5,5,5,5,5,Je wordt teveel gevoed door dezelfde nieuwsitems,2,1,1,1,1,,,,,Het volgen van nieuws bv oorlog in oekraine,4,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Weet_ik_niet,,62,5,5,5,5,5,,,320s,Mobile Phone,Chrome Mobile 0.0.0,Android,
25,2024-11-07 05:30:18,3,3,4,2,2,Op de voorpagins,Je krijgt steeds meer van hetzelfde. Dat is niet hetzelde als : je krijgt steeds meer van wat je interesseert.,5,5,5,5,5,Volgorde en onderwerpenschaarste?,4,5,2,2,5,Altijd. Ik wil geen bubbel. Ik wil weten wat er speelt. En het is minder saai.,2,1,1,1,2,,,,,"Ik wil het niet. Nou net nieuws moet gewoon zichzelf zijn, geen spiegel van mij.",4,Ik_ben_altijd_ingelogd,Meer_dan_60_minuten,Ja,Alle_cookies_inclusief_marketing,63,4,5,5,3,5,,,515s,Mobile Phone,Chrome Mobile 0.0.0,Android,
26,2024-11-07 05:12:41,3,4,4,4,2,Voorpagina,Onderwerpen waar je vaak over leest worden op voorpagina getoond,2,3,3,3,4,?,4,4,4,4,4,Belangrijk nieuws wil ik altijd zien. Soms lees ik alleen een kop maar dan krijg ik toch mee wat er gebeurd,4,3,4,2,3,,,,,.,3,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Weet_ik_niet,,45,4,4,3,2,5,,,480s,Mobile Phone,Samsung Browser 26.0.0,Android,
27,2024-11-07 04:52:45,2,2,3,3,3,"Overal, er wordt gekeken naar de voorkeur",Er wordt gekeken naar de voorkeur en de interesses van iemand,4,3,4,4,2,Geen idee,4,4,4,4,4,Bij gevoelige onderwerpen en thema's. Om te voorkomen dat er daarna alleen maar zulke berichten worden aangeboden,4,3,3,3,4,,,,,Een redactie zou in staat moeten zijn om de belangrijke nieuwsfeiten (dus geen fake) op de voorpagina moeten komen,4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,56,3,4,3,3,4,,,627s,Mobile Phone,Chrome Mobile 0.0.0,Android,
28,2024-11-07 02:10:04,1,1,1,1,1,Ik wist niet dat dat wordt gebruikt,Je krijgtvoortaan heel eenzijdig aanbod. Dat dwingt je liever andere newspages te lezen,5,5,5,5,5,Geen idee,5,5,5,5,5,Omdat het steeds meer hoofdzaken voor je verborgen houdt.,1,3,3,1,1,,,,,Ik vond het niet werken dus heb het uitgezet,3,Ik_log_nooit_in_op_NU_nl,30_tot_60_minuten,Weet_ik_niet,,52,5,3,3,3,4,,,637s,Mobile Phone,Chrome Mobile 0.0.0,Android,
29,2024-11-07 01:31:32,3,2,4,3,3,Weet niet,Geen mening,5,5,5,5,5,Reden aanbeveling benoemen,5,5,3,5,5,Roddels,3,3,3,3,3,,,,,Geen mening,3,Ik_log_nooit_in_op_NU_nl,30_tot_60_minuten,Weet_ik_niet,,52,3,5,5,5,5,,,303s,Mobile Phone,Chrome Mobile 0.0.0,Android,
30,2024-11-07 01:04:03,4,4,5,5,5,Overal.,Kijkt naar wat ik het meest lees / open,4,3,3,4,5,Overeenkomst met eerder gelezen artikelen,5,3,5,5,5,Als dingen plotseling belangrijk worden voor vrede of gezondheid,5,3,3,3,5,,,,,Nee,4,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Cookies_voor_personalisatie_van_,64,4,5,5,5,5,,,555s,Mobile Phone,Samsung Browser 26.0.0,Android,
31,2024-11-07 00:26:06,2,1,3,1,1,Ik ben tor nu toe in de veronderstelling geweest dat nu.nl niet personaliseert. Dwz niet selecteert naar mijn interesse/gedrag.,Ik heb tot nu toe gedacht dat er geen gegevens van mij of mijn gedrag bij het kiezen van nieuwsitems naar Nu.nl zou gaan.,4,5,5,5,4,Ik ben er tot nu toe in de veronderstelling geweest dat nu.nl niet personaliseert. Dwz niet selecteert naar mijn interesse/gedrag.,5,5,5,3,5,"Door personalisatie weet je niet wat je mist. Je weet niet wat er buiten de door jezelf met ""hulp"" van het algoritme gecreeerde bubbel afspeelt. Vergelijk het met reizen. Het is goed om regelmatig met andere culturen in aanraking te komen.",3,3,5,5,4,,,,,"Redelijk belangrijk. Ik ben niet geïnteresseerd in shownieuws of wat BNers iedere dag doen. Dus dat vink ik niet aan. Maar als mijn popidool overlijdt, wil ik dat wel graag bij m'n nieuws zien. Dus: wie categoriseert?",3,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Ja,Alle_cookies_inclusief_marketing,68,4,5,2,3,3,,,1241s,Mobile Phone,Chrome Mobile 0.0.0,Android,
32,2024-11-07 00:13:03,2,5,4,5,5,Inkomsten verhogen,Zo veel mogelijk aan mij verdienen,5,5,5,5,5,Reageert op mijn surfgedrag,5,5,5,5,5,Als ik feiten wil en geen bullshit erom heen,2,2,3,2,2,,,,,Ik vind F1 leuk maar nu krijg ik 90% F1 nieuws terwijl er toch ook ander nieuws is.,3,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Ja,Alleen_noodzakelijke_cookies,61,3,5,5,3,5,,,626s,Mobile Phone,Samsung Browser 26.0.0,Android,
33,2024-11-06 23:27:43,3,5,5,5,5,Bij 'Aanbevolen artikelen',Frequentie van openen van artikelen met specifieke onderwerpen.,3,5,5,1,2,Doordat het een onderwerp is wat ik altijd wel zou lezen.,1,5,1,1,5,Altijd uitgeschakeld omdat ik totaal niet geinteresseerd ben in gepersonaliseerde berichten. Ik wil gewoon lezen wat belangrijk is en niet dat dit gefilterd wordt door mijn voorkeur.,1,1,1,1,1,,,,,Niet belangrijk.,5,Ik_ben_altijd_ingelogd,Meer_dan_60_minuten,Nee,,67,5,5,5,3,5,,,420s,Mobile Phone,Chrome Mobile 0.0.0,Android,
34,2024-11-06 22:32:20,2,3,4,1,3,Op de berichten die ik lees/door scroll,Door te registreren wat en hoe lang ik lees/scroll krijg ik vergelijkbare adds en promo te zien,3,1,4,3,2,Geen idee,1,5,5,1,1,Altijd,1,1,1,1,1,,,,,Nee,3,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Ja,Alleen_noodzakelijke_cookies,47,4,5,5,5,5,,,421s,Mobile Phone,Chrome Mobile 0.0.0,Android,
35,2024-11-06 22:27:25,3,3,4,2,2,onder bij de reclame,cookies,4,4,4,4,4,vermoedelijk patroon,5,5,5,5,5,bredere oriëntatie mogelijk te maken,2,1,1,1,1,,,,,laat het me vooral gewoon zelf uitzoeken. flauwekul met voor mensen te moeten bepalen wat ze lezen.,3,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Ja,Alleen_noodzakelijke_cookies,51,4,5,5,5,5,,,460s,Mobile Phone,Firefox 132.0.0,Android,
36,2024-11-06 22:18:08,3,4,4,4,4,Icm mijn IP adres,Nee,2,3,2,3,2,Niet,5,3,4,3,3,Oninteressant nieuws,4,3,4,4,4,,,,,Nee,3,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Ja,Alleen_noodzakelijke_cookies,49,3,4,2,3,2,,,781s,Mobile Phone,Chrome Mobile 0.0.0,Android,
37,2024-11-06 22:14:45,1,1,1,4,4,Verkiezingen VS,Zoek keuzes,3,4,4,4,5,Weet niet,5,5,5,5,5,Niet,4,3,4,5,4,,,,,Geen voorbeeld,2,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Nee,,61,4,4,4,4,5,,,306s,Mobile Phone,Samsung Browser 26.0.0,Android,
38,2024-11-06 22:10:55,1,1,3,1,3,?,?,1,3,4,4,5,?,2,5,1,1,5,Al tijd. Ik wil zelf kunnen kiezen. Uit al het nieuws,1,1,1,1,1,,,,,Ik wil het niet. Geen voorbeeld,1,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,60,5,5,5,3,5,,,429s,Mobile Phone,Chrome Mobile 0.0.0,Android,
39,2024-11-06 22:04:19,1,1,1,1,1,Geen idee,Cookies,1,1,1,1,1,Geen idee,5,5,5,3,5,Ik wil dit helemaal niet,1,1,1,1,1,,,,,Niet nodig,1,Ik_log_nooit_in_op_NU_nl,5_tot_15_minuten,Nee,,60,1,5,5,5,5,,,191s,Tablet,Chrome 0.0.0,Android,
40,2024-11-06 21:56:45,2,4,4,2,2,Geen,Geen,4,4,5,4,4,.,4,5,5,5,5,"Eigenlijk altijd,  ik zoek zelf wel op wat ik wil zien",3,2,2,4,4,,,,,.,4,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,34,4,4,5,3,4,,,205s,Mobile Phone,Chrome Mobile 0.0.0,Android,
41,2024-11-06 21:54:42,3,2,4,4,4,Reclames oa,Vooral reclames en voorkeuren nieuws door eerder gemaakte keuzes en wellicht door gebruik microfoon tekefoon,4,4,5,5,5,Weet ik niet,5,4,4,4,4,Bij belangrijk nieuws met grote impact.  Anders wordt mijn wereld erg klein terwijl ik juist op nu.nl kijk ales ik behoefte heb aan een groter beeld van wat er speelt,4,3,3,2,4,,,,,"Niet belangrijk. Ik heb op zich niet zo veel met nieuws,  wil vooral op de hoogte zijn o hoofdlijnen. Steeds verdiepingen op eerder aangeklikte artikelen vind ik juist niet zo fijn.",3,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Weet_ik_niet,,47,4,4,4,4,4,,,551s,Mobile Phone,Chrome Mobile 0.0.0,Android,
42,2024-11-06 21:41:08,1,1,1,1,1,Geen idee,Weet ik niet,5,5,5,4,5,Geen idee dat weten jullie,5,5,5,4,5,Geen keer,2,1,2,1,1,,,,,Rare vraag,2,Ik_log_alleen_in_wanneer_het_nod,Minder_dan_5_minuten,Weet_ik_niet,,63,5,4,4,3,4,,,330s,Mobile Phone,Samsung Browser 26.0.0,Android,
43,2024-11-06 21:38:49,3,2,4,4,3,hoofdpagina,Deze website houdt bij welke artikelen ik lees en weet daarom welke onderwerpen mijn interesse hebben en beveelt obv daarvan relevante artikelen aan.,3,3,4,2,2,"door de tekst ""aanbevolen voor jou"" (?)",5,4,5,4,4,Als het algoritme het mis heeft,5,3,3,3,4,,,,,Kan nuttig zijn.,4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,55,4,5,3,4,5,,,656s,Mobile Phone,Chrome Mobile 0.0.0,Android,
44,2024-11-06 21:38:04,1,1,2,2,2,Wetenschap berichten,Er wordt gekeken naar mijn zoekgedrag en aan de hand van die info krijg ik specifieke berichten,3,4,4,3,4,Geen idee,4,3,5,4,4,Graag zou ik sportberichten uitgeschakeld zien,2,2,1,2,3,,,,,Nee,2,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Weet_ik_niet,,77,1,4,3,1,4,,,465s,Mobile Phone,Samsung Browser 26.0.0,Android,
