,Date,Likert_algorithms:Ik_weet_waar_en_hoe_vaak_een_alg,Likert_algorithms:Ik_kan_herkennen_wanneer_NU_nl_e,Likert_algorithms:Ik_begrijp_waarom_bepaalde_artik,Likert_algorithms:De_selectie_van_nieuwsartikelen_,Likert_algorithms:Ik_denk_dat_het_personalisatie-a,text,text1,Likert_transparentie:Het_is_voor_mij_belangrijk_om_te,Likert_transparentie:Ik_wil_graag_meer_inzicht_krijge,Likert_transparentie:Ik_wil_graag_weten_welke_gegeven,Likert_transparentie:Ik_wil_graag_begrijpen_met_welk_,Likert_transparentie:Ik_vind_dat_NU_nl_duidelijker_zo,Hoe_kun_je_herkennen_of_een_nieu,Likert_controle:Ik_wil_graag_de_mogelijkheid_heb,Likert_controle:Ik_vind_het_belangrijk_dat_ik_op,Likert_controle:Ik_vind_het_belangrijk_om_aan_te,Likert_controle:Ik_vind_het_belangrijk_om_mijn_v,Likert_controle:Ik_vind_het_belangrijk_dat_ik_ka,In_welke_situaties_zou_je_ervoor,Likert_personalisatie_curatie:Ik_vind_dat_algoritmes_mij_helpe,Likert_personalisatie_curatie:Ik_geef_de_voorkeur_aan_aanbevel,Likert_personalisatie_curatie:Ik_denk_dat_een_algoritme_beter_,Likert_personalisatie_curatie:Ik_geloof_dat_aanbevelingen_door,Likert_personalisatie_curatie:Ik_waardeer_dat_algoritmes_mij_m,Likert_curatie_concerns:Ik_ben_bezorgd_dat_algoritmes_er,Likert_curatie_concerns:Ik_vind_het_belangrijk_dat_mense,Likert_curatie_concerns:Ik_vertrouw_aanbevelingen_van_ee,Likert_curatie_concerns:Algoritmes_zijn_te_beperkt_om_te,Hoe_belangrijk_vind_je_personali,Hoe_vaak_klik_je_op_nieuwsartike,Hoe_vaak_blijf_je_ingelogd_op_NU,Hoeveel_tijd_besteed_je_gemiddel,Heb_je_toestemming_gegeven_voor_,Welke_cookies_heb_je_geaccepteer,Wat_is_jouw_leeftijd_,Geef_aan_op_een_schaal_van_1_tot:Ik_ben_bezorgd_dat_algoritmes_er,Geef_aan_op_een_schaal_van_1_tot:Ik_vind_het_belangrijk_dat_mense,Geef_aan_op_een_schaal_van_1_tot:Ik_vertrouw_aanbevelingen_van_ee,Geef_aan_op_een_schaal_van_1_tot:Algoritmes_zijn_te_beperkt_om_te,Geef_aan_op_een_schaal_van_1_tot:Ik_denk_dat_menselijke_redacteur,URL,Location,Total Time,Device type,Browser,System,IP
290,2024-11-05 17:05:44,4,2,5,3,4,"Homepage, aanverwante artikelen, reclames",Nu.nl gebruikt alle informatie die ze van mij hebben mogen verzamelen en gebruiken die informatie om het nieuwsaanbod zo dicht mogelijk te laten aansluiten bij wat zij denken dat bij deze informatie past.,3,2,4,1,1,Geen idee,5,5,5,5,5,Personalisatie betekent dat je binnen je bubbel blijft. Dan mis je onderwerpen die voor je algehele ontwikkeling wel belangrijk kunnen zijn,5,1,3,2,5,,,,,Ik vind het fijn dat nu.nl vraagt of ik bepaalde sportevenementen extra wil volgen of niet,3,Ik_log_nooit_in_op_NU_nl,15_tot_30_minuten,Nee,,32,4,4,5,1,3,,,599s,Mobile Phone,Chrome Mobile 0.0.0,Android,
291,2024-11-05 16:57:49,3,4,4,3,3,Bij reclame,"Gekeken wordt naar zoekacties, nu verleden. Ook wordt er bijgehouden hoe lang hé een artikel leest en wanneer je meteen doorscrolt",4,4,4,4,4,Vergelijken van verschillende nieuwsbronnen. In hoeverre worden dezelfde artikelen gebruikt.  Proberen te achterhalen wat de bron is,4,5,4,3,4,_,4,1,2,1,3,,,,,-,3,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Ja,Alle_cookies_inclusief_marketing,60,5,5,4,3,4,,,830s,Mobile Phone,Chrome Mobile 0.0.0,Android,
292,2024-11-05 16:44:56,2,2,2,3,2,Aanbevelingen,Nee geen idee,4,4,4,4,4,Let ik niet op,1,5,3,3,3,Als ik breed geïnformeerd wil worden,1,1,1,4,3,,,,,Let ik niet bewust op,3,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Weet_ik_niet,,31,4,4,5,3,5,,,278s,Mobile Phone,Chrome Mobile 0.0.0,Android,
293,2024-11-05 16:42:30,3,4,4,3,3,Hoofdpagina of wanneer je op een artikel klikt.,"Langs de ene kant positief, maar het beperkt je interesses. Ook nieuws dat je eerst niet lijkt aan te spreken, kan toch interessant zijn.",4,4,3,4,3,Doordat het boven belangrijker nieuws staat. Minder recent nieuws eerder verschijnt. En ik twijfel of nu+ nieuws ook algoritme is.,4,4,5,4,4,Sport. Standaard wedstrijdverslagen interesseren me minder. Ik zou die rubriek later willen zien. Nieuws over muziek juist vaker.,2,2,2,3,2,,,,,Op X merk ik dat ik nieuws op nu.nl mis dat ik toch interessant vind. Ik kom dan een gebruiker tegen die het deelt. Ik moet dan actief op zoek naar het nieuws item in de app.,2,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Cookies_voor_personalisatie_van_,52,4,5,4,4,4,,,511s,Mobile Phone,Samsung Browser 26.0.0,Android,
294,2024-11-05 16:39:03,2,4,3,3,1,mijn nieuws,poging om aan te sluiten bij door mij eerder gelezen berichten,2,2,2,2,2,alleen bij mijn nieuws,4,5,4,4,4,eigenlijk altijd ter voorkoming van tunnelvisie,2,2,2,1,1,,,,,niet doen dus,3,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Weet_ik_niet,,60,5,5,5,5,5,,,268s,Mobile Phone,Samsung Browser 26.0.0,Android,
295,2024-11-05 16:36:11,2,3,3,4,5,Volgorde van items,Op basis van eerdere openen van items wordt een voorkeur voorspeld,5,5,5,5,5,Geen idee,3,5,1,1,5,Altijd omdat ik anders geen objectieve selectie jee zie en slechts eenzijdig nieuws ontvang,2,1,1,1,1,,,,,X,3,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Weet_ik_niet,,59,5,5,5,5,5,,,434s,Mobile Phone,Samsung Browser 22.0.0,GNU/Linux,
296,2024-11-05 16:27:42,1,1,1,1,1,Geen idee,Waarschijnlijk wordt geregistreerd waar ik op klik,5,5,5,5,3,Dat weet ik niet,1,1,1,1,1,In een crisisotuatie misschien?,3,1,1,3,3,,,,,Nee,2,Ik_log_nooit_in_op_NU_nl,Minder_dan_5_minuten,Weet_ik_niet,,78,3,5,5,3,5,,,371s,Mobile Phone,Chrome Mobile 0.0.0,Android,
297,2024-11-05 16:26:49,1,1,3,1,1,Artikelen die voorgesteld worden als mogelijk interessant?,Na aanleiding van wat ik heb gelezen worden waarschijnlijk andere artikelen voorgesteld,5,5,5,5,5,Geen idee,3,5,5,4,5,Altijd. Ik wil dit niet,2,2,2,2,2,,,,,Ik wil over alles iets lezen en niet in mijn bubbel blijven hangen,1,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Weet_ik_niet,,50,5,5,5,5,5,,,219s,Mobile Phone,Chrome Mobile 0.0.0,Android,
298,2024-11-05 16:22:04,2,2,4,1,1,Reclame,Das teveel getyp in 10 minuten,5,4,4,3,4,Geen idee.,1,4,1,4,5,Alle situaties. Ik kan zelf prima kiezen welk nieuws ik wil lezen. Ik hoef geen filter voor mijn ogen,1,1,1,1,3,,,,,Het kan dagelijks gebeuren dat een vriend een tip geeft over een interessant artikel.,4,Ik_blijf_meestal_ingelogd_tijden,15_tot_30_minuten,Ja,Alleen_noodzakelijke_cookies,58,4,5,4,2,5,,,870s,Mobile Phone,Chrome Mobile 0.0.0,Android,
299,2024-11-05 16:02:44,1,1,3,1,4,Geen idee,Op basis van berichten die ik open.,5,5,5,5,5,Geen idee,5,5,5,5,5,Ik wil zelf kunnen kiezen welk nieuws mij op dat moment interesseert en dus ook kunnen kiezen uit het totale aanbod.,4,3,3,1,3,,,,,Beperkt belangrijk.,3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Weet_ik_niet,,69,3,4,1,3,5,,,536s,Mobile Phone,Chrome Mobile 0.0.0,Android,
300,2024-11-05 16:00:20,4,4,4,4,2,Vaakst gelezen artikelen,Nee,5,5,5,5,5,Door die tekst te plaatsen onder of boven een artikel of een eigen rubriek aan te maken met 'speciaal voor jou',2,5,5,3,1,"Als het voor mij niet relevant is, verschilt ieder moment",1,1,1,1,1,,,,,"Ik wil al het nieuws, ik wil zelf bepalen wat ik lees",3,Ik_blijf_meestal_ingelogd_tijden,Meer_dan_60_minuten,Weet_ik_niet,,44,5,5,5,5,5,,,271s,Mobile Phone,Chrome Mobile 0.0.0,Android,
301,2024-11-05 15:59:04,3,4,4,4,4,Uitgelichte artikelen,Berichten met onderwerpen die mij interesseren worden opvallend in beeld gebracht,3,2,4,3,3,Geen idee,4,4,2,4,3,Weet ik niet,4,3,3,4,4,,,,,Niet zo belangrijk,4,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Ja,Alle_cookies_inclusief_marketing,40,2,3,3,2,5,,,370s,Mobile Phone,Chrome 0.0.0,Android,
302,2024-11-05 15:57:55,1,1,2,3,1,Het zal vast gebruikt worden maar heb dit niet per se door.,Ik zou zeggen via het uitlezen van cookies en event. Interesses die zijn opgegeven bij aanmaken account,4,5,5,5,4,Door de tekst,5,5,3,1,5,Het gevaar bij personalisatie is dat ik in mn eigen interesse bubbel kom en dus niet meer snel ander nieuws zie wat wellicht niet mijn voorkeur heeft maar wel belangrijk is.,3,1,2,2,2,,,,,Niet heel belangrijk.,4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alleen_noodzakelijke_cookies,37,5,5,5,5,5,,,529s,Mobile Phone,Chrome Mobile 0.0.0,Android,
303,2024-11-05 15:57:04,1,1,2,1,1,Sturen welke informatie je nog ontvangt,Geen idee,5,5,5,5,5,Geen idee,5,5,1,5,1,Als het je meningsvorming bepaald,1,5,3,1,3,,,,,.,3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Weet_ik_niet,,50,1,5,3,3,5,,,406s,Mobile Phone,Samsung Browser 26.0.0,Android,
304,2024-11-05 15:47:06,2,5,5,3,3,Om bezoekfrequentie te verhogen dmv interesseverhoging,Door het bijhouden van de bezochte artikelen,2,3,4,5,4,Dit merk ik niet echt,3,4,3,3,5,"Nieuws blijft altijd interessant,gepersonaliseerde artikelen zijn interesses welke kunnen veranderen. Als mijn interesse verandert door bepaalde situaties of gebeurtenissen is het wenselojk om dit te kunnen aanpassen",4,3,4,3,3,,,,,Op dit moment kan de verkiezing in de USA hele grote financiele gevolgen hebben. Ook op crypto.... hier let ik wel meer op wat de ontwikkelingen zijn,4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,54,4,4,3,4,5,,,583s,Mobile Phone,Chrome Mobile 0.0.0,Android,
305,2024-11-05 15:45:26,1,1,1,2,1,"Geen idee. Ik wil ook geen algoritme, want dat creëert een subjectieve bubbel","Geen idee, ik was me er niet van bewust. Ik vind het ook niet fijn, ik bepaal zelf wel wat ik wel en niet will lezen.",5,5,5,5,5,Geen idee,1,1,1,1,1,"Ik geef aan dat ik geen filters wil, ook geen zelf ingestelde. Filters zijn absoluut niet noodzakelijk een kleuren het nieuws",1,1,1,1,1,,,,,Ik snap nu dat ik soms wel drie keer hetzelfde artikel onder verschillende rubrieken krijg aangeboden. Dat is uiterst irritant.,2,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,63,5,5,5,5,5,,,718s,Tablet,Chrome 0.0.0,Android,
306,2024-11-05 15:38:13,1,1,3,3,3,Geen idee,Nee,1,2,2,3,1,Geen idee,4,3,3,3,2,Bv,2,2,2,3,3,,,,,Nvt,3,Ik_log_alleen_in_wanneer_het_nod,30_tot_60_minuten,Ja,Alleen_noodzakelijke_cookies,52,2,4,3,3,3,,,466s,Mobile Phone,Chrome Mobile 0.0.0,Android,
307,2024-11-05 15:14:51,3,1,4,3,3,Geen idee,Waar ik naar kijk,4,4,4,4,4,Geen idee,4,2,2,3,3,Geen idee,4,3,3,4,3,,,,,Nee,2,Ik_log_nooit_in_op_NU_nl,15_tot_30_minuten,Weet_ik_niet,,45,3,4,3,4,5,,,546s,Mobile Phone,Samsung Browser 26.0.0,Android,
308,2024-11-05 15:13:19,1,1,1,1,1,Geen idee,Geen idee,1,4,4,4,4,Geen idee,3,3,3,3,3,Geen idee,1,4,4,4,4,,,,,"Nee, weet niet",3,Ik_ben_altijd_ingelogd,5_tot_15_minuten,Weet_ik_niet,,69,3,5,4,3,2,,,205s,Mobile Phone,Chrome Mobile 0.0.0,Android,
309,2024-11-05 15:13:17,5,1,5,1,5,Reclame?,Het sturen van reclame afgestemd op de getoonde belangstelling.,5,5,5,5,5,Afgestemd op eerder getoonde interesses?,5,5,5,5,5,Reclame?,4,1,1,3,3,,,,,Zou het niet weten.,5,Ik_blijf_meestal_ingelogd_tijden,30_tot_60_minuten,Weet_ik_niet,,74,5,4,3,5,5,,,526s,Mobile Phone,Chrome Mobile 0.0.0,Android,
310,2024-11-05 15:03:37,2,3,3,3,2,Pushbericht,"Nee, geen idee!",4,4,4,4,4,Geen idee,4,4,2,4,4,Ik wil al het nieuws zien niet alleen die berichten waarvan men denkt dat ik hey wil zien,3,3,3,3,2,,,,,Nee,3,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Weet_ik_niet,,54,5,5,5,4,4,,,809s,Mobile Phone,Chrome Mobile 0.0.0,Android,
311,2024-11-05 14:51:03,4,4,4,4,3,Artikelen,Je voorkeuren alsmede je leesgedrag,3,3,2,3,2,Opbouw van artikelen qua taalgebruik,3,4,5,3,3,Nvt,3,2,2,3,3,,,,,Nvt,3,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,33,2,4,4,4,5,,,213s,Mobile Phone,Chrome Mobile 0.0.0,Android,
312,2024-11-05 14:50:17,2,3,3,3,3,Reclame items,Door telkens weer hetzelfde te laten zien,1,4,5,5,5,Door de bijgevoegde reclame,4,5,5,5,5,Om te voorkomen dat het eenzijdig wordt,4,4,5,2,4,,,,,Ontwikkelingen in de wereld zijn belangrijk daar in tegen is sport nieuws veel minder interessant,3,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Nee,,66,4,3,3,2,2,,,650s,Desktop,Safari 17.6.0,MacOSX,
313,2024-11-05 14:48:54,2,2,2,2,2,Geen idee,Nope,3,3,3,3,3,Nee,1,4,3,4,4,Vrij wel alle,2,2,2,2,2,,,,,Nee,3,Ik_ben_altijd_ingelogd,Meer_dan_60_minuten,Weet_ik_niet,,63,5,4,4,4,4,,,192s,Mobile Phone,Chrome Mobile 0.0.0,Android,
314,2024-11-05 14:47:34,3,1,4,3,3,Om nieuws aan te bieden wat ik interessant vind,"Je bekijkt veel politieke items, die worden dan vervolgens als eerste getoond",2,4,4,4,5,Geen idee,4,5,2,4,4,Landelijk urgent nieuws,4,1,3,2,3,,,,,Heel belangrijk. Ik heb idee dat ik bepaald nieuws mis,4,Ik_ben_altijd_ingelogd,Meer_dan_60_minuten,Nee,,62,5,5,5,5,5,,,462s,Mobile Phone,Samsung Browser 26.0.0,Android,
315,2024-11-05 14:39:43,1,2,4,2,1,Vasthouden van de bezoeker,"Nee, want ik merk er weinig van. Eerlijk gezegd heb ik t liever helemaal niet want ik heb een brede interesse en haat de daardoor mogelijke tunnelvisie",5,5,5,5,5,Geen idee,5,5,2,5,5,Altjjd. Ik ben erg bang voor tunnelvisie en wil een max breed aanbod in de nieuwsvoorziening,2,1,1,1,2,,,,,Totaal niet . Integendeel. Alle complottheorieen en andere internetellende worden met name gevoed door algoritmes. Dus het beinvloedt mijn leven elk moment van de dag op n negatieve manier,3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Nee,,62,5,5,3,5,5,,,445s,Mobile Phone,Chrome Mobile 0.0.0,Android,
316,2024-11-05 14:35:51,1,1,2,3,2,"moderatie, artikelen controleren",?,4,5,5,5,4,alleen in text aangegeven,4,5,3,5,5,als je nieuws zat bent of niet tegen het getoonde nieuws kan,3,2,3,3,3,,,,,niet al te belangrijk,2,Ik_ben_altijd_ingelogd,Meer_dan_60_minuten,Ja,Alle_cookies_inclusief_marketing,29,1,5,4,3,4,,,327s,Mobile Phone,Firefox 132.0.0,Android,
317,2024-11-05 14:30:31,3,3,4,1,2,"Gemak, hopen op klantenbinding",Via aangeklikte sites,4,5,4,5,5,Niet of nauwelijks,2,5,1,4,2,Altijd. Nu.nl is al erg links. Dat zou ik bij personalisatie veel minder lezen. Dat is riskant.nie,2,3,5,1,1,,,,,De mensen zijn veel te links! Ik zou alle nieuws willen zienn en zelf willen blijven denken.,3,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,69,5,1,1,3,1,,,433s,Mobile Phone,Samsung Browser 26.0.0,Android,
318,2024-11-05 14:21:22,1,2,2,3,3,overal,mijn clickgedrag wordt meegewogen,1,1,2,2,2,geen idee,3,2,2,2,2,geen,4,2,2,3,3,,,,,matig,4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,59,1,1,1,2,1,,,281s,Mobile Phone,Chrome Mobile 0.0.0,Android,
319,2024-11-05 14:15:57,4,4,4,3,4,Het type nieuws dat bovenaan de lijstjes staat. Regionaal nieuws. Advertenties,"Hoe meer ik klik op een bepaald type bericht of type advertentie, hoe meer ik van hetzelfde soort berichten krijg. Ze staan hoger in mijn feed.",3,2,4,3,2,"Bijna niet, alleen als het regelmatig gebeurt en er een patroon lijkt te zijn.",4,3,3,4,3,"Niet zo snel uitschakelen, wel aanpassen.",4,3,3,3,4,,,,,Ik vind het wel belangrijk omdat ik merk dat ik toch regelmatig ook nos en rtl nieuws controleer op gemist nieuws.,4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Cookies_voor_personalisatie_van_,50,4,5,4,4,5,,,876s,Mobile Phone,Chrome Mobile 0.0.0,Android,
320,2024-11-05 14:02:04,1,3,4,5,5,Advertenties en artikelselectie,"Mijn selectie van artikelen wordt gescand en dan denkt het algoritme dat mijn interesse beperkt is. Hoe men aan advertrntieselectie komt weet ik niet, maar wellicht door samenwerking met derden",2,4,5,1,5,Geen idee of althans het boeit me niet,5,2,1,1,5,Ik kies er voor omdat ik brede belangstelling heb,1,5,2,1,1,,,,,Ik wil geen personalisatie ondanks dat ik er niet door ben beïnvloed.,3,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Weet_ik_niet,,74,5,5,5,4,5,,,610s,Mobile Phone,Chrome Mobile 0.0.0,Android,
321,2024-11-05 13:41:03,1,1,1,1,1,Weet niet,Weet niet,5,5,5,5,5,Weet niet,3,5,3,5,5,Weet niet,1,1,1,1,1,,,,,Niet zo belangrijk,1,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,70,5,5,5,5,5,,,305s,Mobile Phone,Chrome Mobile iOS 0.0.0,iOS,
322,2024-11-05 13:26:04,1,1,1,1,1,"Mag hopen van niet, ik wil al het nieuws, niet wat een algoritme voor mij opduikelt",In de reclame?,5,5,5,5,5,Geen idee,3,5,5,1,5,Altijd,1,1,1,1,1,,,,,Ik wil het nieuws. Geen personalisatie,2,Ik_log_nooit_in_op_NU_nl,Minder_dan_5_minuten,Nee,,44,5,5,4,5,5,,,250s,Mobile Phone,Chrome Mobile 0.0.0,Android,
323,2024-11-05 13:02:46,2,3,3,2,3,Nieuws op maat,Door te kijken welke en wat voor nieuws personen volgen en daar een aanbod op afstemmen,2,3,4,4,4,Geen idee,4,4,4,2,4,Bij bepaalde nieuws items,2,1,2,1,2,,,,,Geen voorbeeld,3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alleen_noodzakelijke_cookies,59,2,4,3,2,4,,,413s,Mobile Phone,Samsung Browser 26.0.0,Android,
324,2024-11-05 12:59:53,1,1,1,1,1,Weet ik niet,Nee,5,5,5,5,5,Geen idee,1,5,1,1,1,Altijd,1,1,5,1,1,,,,,Helemaal niet. Deze sla ik liefst over,1,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Nee,,75,5,1,1,5,1,,,556s,Desktop,Chrome 0.0.0,GNU/Linux,
325,2024-11-05 12:50:29,3,4,3,3,4,Reclame,Zoals bij elke site. Waar je op klikt wordt gezien als interesse en dus krijg je van dat onderwerp meer te zien,4,5,5,5,3,"Meer van dit, krijg je wanneer je op een bepaakd item kkikt",5,5,3,3,5,Weet ik nog niet. Dat het kan zou al erg fijn zijn,3,2,2,3,4,,,,,"Belangrijk, nee, ik heb geen voorbeeld",3,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Ja,Alleen_noodzakelijke_cookies,58,3,5,5,5,5,,,469s,Mobile Phone,Chrome Mobile 0.0.0,Android,
326,2024-11-05 12:48:47,2,2,4,4,3,Voornamelijk pushberichten,"Door te kijken naar de zelf aangegeven interesses, de aangeklikte berichten en hoe lang ik per (sub)categorie op de site doorbreng (en misschien gemeten activiteit in de reacties) worden er hogere waardes gegeven aan de onderwerpen die me het meeste aanspreekt. Misschien ook nog een zijspoor dat kijkt naar geolocatie of regio waar ik woon om relevante regionale berichten uit te lichten.",2,4,4,3,2,Vaak zijn berichten die door een algoritme geplaatst worden minder uitgebreid of in ieder geval minder boeiend geschreven. Ook vaak met gebrek aan details of verkeerde of ongenuanceerde informatie.,4,2,2,2,2,Zeer onwaarschijnlijk dat ik dat zou doen,4,3,2,4,4,,,,,"Persoonlijke pushberichten kunnen prima grotendeels door algoritmes gedreven worden, maar redacteuren zijn beter in afwegen van impact en balans op voorpagina. Redactie zal ook minder directe verbanden zien tussen bepaalde interesses.",4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Weet_ik_niet,,36,1,4,2,3,4,,,1476s,Mobile Phone,Safari 17.6.0,iOS,
327,2024-11-05 12:40:42,1,2,3,2,1,Geen idee waar,Ook geen idee,4,2,4,2,5,Geen idee,5,5,5,5,5,Als het nieuws mij niet aanstaat,2,1,3,2,1,,,,,Geen idee,4,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,60,5,5,5,5,5,,,236s,Mobile Phone,Chrome Mobile 0.0.0,Android,
328,2024-11-05 12:36:28,1,2,3,2,2,"Weet niet, steden?",Gelinkt aan waar ik ben,5,5,5,5,5,"Weet niet, steden?",5,5,5,5,5,Reclames,3,3,3,4,3,,,,,Nee,3,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Ja,Alle_cookies_inclusief_marketing,62,5,5,3,5,5,,,243s,Mobile Phone,Samsung Browser 26.0.0,Android,
329,2024-11-05 12:25:05,4,3,3,4,4,Voorpagina,"Doordat je klikt op bepaalde onderwerpen, herhaaldelijk kijken",4,5,5,4,5,Door een bepaalde teken,5,5,5,5,5,Acute situaties,3,3,4,4,4,,,,,Nietvdirect,3,Ik_log_alleen_in_wanneer_het_nod,Minder_dan_5_minuten,Ja,Alle_cookies_inclusief_marketing,55,3,4,3,3,5,,,289s,Mobile Phone,Samsung Browser 26.0.0,Android,
330,2024-11-05 12:22:41,2,2,4,3,4,Niet in het delen van de belangrijkste nieuwsfeiten,Als ik op nieuws over economische nieuwsfeiten klik krijg ik vervolgens meer van dergelijke nieuwsfeiten te zien,3,4,4,4,4,"Geen idee. Belangrijkste nieuws door de redactie, dat wel.",4,5,4,4,4,Op een gegeven moment zou bepaald nieuws over bijvoorbeeld klimaat of oorlogen teveel voor me kunnen worden.,4,3,4,3,3,,,,,Klimaatdoelstellingen halen. Informatie lijkt alle kanten op te gaan.,3,Ik_blijf_meestal_ingelogd_tijden,5_tot_15_minuten,Ja,Alle_cookies_inclusief_marketing,51,3,5,3,4,4,,,335s,Mobile Phone,Samsung Browser 26.0.0,Android,
331,2024-11-05 12:17:53,1,1,2,3,5,alleen functioneel zodat ik zelf kan kiezen wat ik lees,geen idee,5,5,5,5,5,geen idee,5,5,2,5,5,zodat ik juist zelf kan bepalen wat ik lees,4,2,1,4,2,,,,,x,4,Ik_log_nooit_in_op_NU_nl,15_tot_30_minuten,Ja,Alleen_noodzakelijke_cookies,56,5,5,5,5,5,,,235s,Mobile Phone,Chrome Mobile 0.0.0,Android,
332,2024-11-05 12:14:42,5,5,5,5,5,Hier,Daar,1,1,1,1,1,Redactie is links,1,1,1,1,1,Nooit,1,1,1,1,1,,,,,Nee,1,Ik_ben_altijd_ingelogd,30_tot_60_minuten,Nee,,14,5,1,5,1,1,,,178s,Mobile Phone,Chrome Mobile 0.0.0,Android,
333,2024-11-05 12:11:29,2,2,5,3,2,Sport,Sport en zo,5,5,5,5,5,Weet ik niet,5,5,5,5,5,Geweld macht onderdrukking,3,3,3,3,5,,,,,Klein beetje,3,Ik_log_nooit_in_op_NU_nl,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,59,5,5,5,5,5,,,674s,Mobile Phone,Chrome Mobile 0.0.0,Android,
334,2024-11-05 12:07:53,1,1,2,3,3,Bij berichten die ik aanklik,"Meer nieuws krijgen dat aansluit op de berichten,  onderwerpen die ik aanklik",4,5,5,5,5,Weet niet,3,3,2,3,5,Ik wil graag al het belangrijke nieuws zien. Niet alleen over onderwerpen die ik interessant vind. Ik wil niet in een bubbel zitten qua nieuws.,4,1,1,1,3,,,,,Ik zie voor mij interessante artikelen en denk dat dit toevallig is.....,4,Ik_ben_altijd_ingelogd,15_tot_30_minuten,Weet_ik_niet,,54,5,5,5,5,5,,,468s,Mobile Phone,Samsung Browser 26.0.0,Android,
335,2024-11-05 12:06:47,1,1,1,1,1,Niet,Is er niet,5,5,5,5,5,Geen idee,3,5,5,3,5,"Altijd, ik wil gewoon een standaard overzicht van alles een beetje",1,1,1,1,1,,,,,"Niet belangrijk, doe het niet",3,Ik_blijf_meestal_ingelogd_tijden,5_tot_15_minuten,Ja,Alleen_noodzakelijke_cookies,34,5,5,5,5,5,,,258s,Mobile Phone,Chrome Mobile 0.0.0,Android,
336,2024-11-05 12:05:48,1,1,3,3,3,Geen idee.,Zal wel iets te maken hebben met mijn lees (klik) geschiedenis,4,4,4,5,5,Geen idee,3,4,4,3,5,Als het onderwerp me niet meer interesseert,3,2,2,3,3,,,,,Nee geen vb,3,Ik_log_alleen_in_wanneer_het_nod,15_tot_30_minuten,Ja,Alle_cookies_inclusief_marketing,71,3,5,4,3,5,,,691s,Mobile Phone,Chrome Mobile 0.0.0,Android,
337,2024-11-05 12:00:54,1,4,1,1,1,Meer engagement,Kijken naar wat ik lees. Soort gelijken artikelen aanbevelen,3,5,5,5,5,Zelfde opbouw woordkeuze,3,5,3,3,5,Altijd,1,1,1,1,1,,,,,Journalistiek is mensen werk,2,Ik_blijf_meestal_ingelogd_tijden,5_tot_15_minuten,Weet_ik_niet,,29,5,5,5,3,5,,,274s,Mobile Phone,Chrome Mobile 0.0.0,Android,
338,2024-11-05 11:54:57,2,3,4,2,2,..ik begrijp de vraag niet. Dat is UU onwaardig !,aotomstisch algoritmisch vertalen van mijn keuzegedrag,5,5,5,5,5,Ik ga al uit van door de redactie gevoede algoritmes,4,5,3,3,3,"..als het algoritme mij verkeerd ""begrijpt""",2,2,2,2,3,,,,,"Van belang, omdat ik daardoor minder voor mij niet interssant nieuws ontvang. Voorbeeld: vaak begrijp ik niet waarom NU.nl mij nieuws brengt waarvan een groot deel niet mijn interesse heeft",2,Ik_log_alleen_in_wanneer_het_nod,5_tot_15_minuten,Nee,,75,4,3,3,4,5,,,582s,Mobile Phone,Chrome Mobile 0.0.0,Android,
339,2024-11-05 11:49:33,3,3,4,1,3,Reclame,Door de afs,5,5,5,5,5,Geen idee,5,5,5,5,5,Als het te links wordt,1,1,1,1,1,,,,,Nuet,4,Ik_log_nooit_in_op_NU_nl,30_tot_60_minuten,Nee,,50,5,5,1,5,5,,,265s,Mobile Phone,Samsung Browser 26.0.0,Android,
